itemId,title,genres,imdb_id,imdb_rating,imdb_votes,metascore,runtime,MPAA_rating,imdb_genres,director,actors,year
184,Nadja,Drama,tt0110620,6.0,2605,64,93,R,"Drama, Horror",Michael Almereyda,"Elina Lowensohn, Nic Ratner, Karl Geary, Peter Fonda",1994
185,"Net, The","Sci-Fi, Thriller",tt0113957,5.9,55173,51,114,PG-13,"Action, Crime, Drama, Mystery, Thriller",Irwin Winkler,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker",1995
186,Nine Months,Comedy,tt0113986,5.5,32668,47,103,PG-13,"Comedy, Romance",Chris Columbus,"Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack",1995
187,Party Girl,Comedy,tt0114095,6.6,3993,55,94,R,Comedy,Daisy von Scherler Mayer,"Parker Posey, Anthony DeSando, Guillermo Diaz, Donna Mitchell",1995
188,"Prophecy, The",Horror,tt0114194,6.5,26846,0,98,R,"Action, Crime, Drama, Fantasy, Horror, Mystery, Thriller",Gregory Widen,"Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz",1995
189,Reckless,Comedy,tt0114241,5.2,407,0,91,PG-13,"Comedy, Drama, Fantasy",Norman Rene,"Mia Farrow, Tony Goldwyn, Juana Barrios, Mike Heibeck",1995
190,Safe,Thriller,tt0114323,7.2,10822,76,119,R,Drama,Todd Haynes,"Julianne Moore, Xander Berkeley, Dean Norris, Julie Burgess",1995
191,"Scarlet Letter, The",Drama,tt0114345,5.2,13431,0,135,R,"Drama, Romance",Roland Joffe,"Demi Moore, Gary Oldman, Robert Duvall, Lisa Andoh",1995
192,"Show, The",Documentary,tt0114435,6.8,314,0,93,R,"Documentary, Music",Brian Robbins,"Afrika Bambaataa, Kurtis Blow, Sean 'Diddy' Combs, Dr Dre",1995
193,Showgirls,Drama,tt0114436,4.7,56705,16,128,NC-17,Drama,Paul Verhoeven,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer",1995
194,Smoke,Drama,tt0114478,7.4,30910,70,112,R,"Comedy, Drama","Wayne Wang, Paul Auster","Giancarlo Esposito, Jose Zuniga, Stephen Gevedon, Harvey Keitel",1995
195,Something to Talk About,"Comedy, Drama, Romance",tt0114496,5.7,11742,0,106,R,"Comedy, Drama, Romance",Lasse Hallstrom,"Julia Roberts, Dennis Quaid, Robert Duvall, Gena Rowlands",1995
196,Species,"Horror, Sci-Fi",tt0114508,5.8,68346,49,108,R,"Action, Horror, Sci-Fi, Thriller",Roger Donaldson,"Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker",1995
197,"Stars Fell on Henrietta, The",Drama,tt0114534,6.5,648,0,109,PG,Drama,James Keach,"Robert Duvall, Aidan Quinn, Frances Fisher, Brian Dennehy",1995
198,Strange Days,"Action, Crime, Sci-Fi",tt0114558,7.2,61783,66,145,R,"Action, Crime, Drama, Sci-Fi, Thriller",Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore",1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)","Drama, Musical",tt0058450,7.9,19810,86,91,Not Rated,"Drama, Musical, Romance",Jacques Demy,"Catherine Deneuve, Nino Castelnuovo, Anne Vernon, Marc Michel",1964
200,"Tie That Binds, The",Thriller,tt0114666,5.0,1020,0,99,R,"Crime, Drama, Thriller",Wesley Strick,"Daryl Hannah, Keith Carradine, Moira Kelly, Vincent Spano",1995
201,Three Wishes,Drama,tt0114663,6.2,2313,0,115,PG,"Drama, Fantasy",Martha Coolidge,"Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello, Seth Mumy",1995
202,Total Eclipse,"Drama, Romance",tt0114702,6.6,12082,42,111,R,"Biography, Drama, Romance",Agnieszka Holland,"Leonardo DiCaprio, David Thewlis, Romane Bohringer, Dominique Blanc",1995
203,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,tt0114682,6.5,25168,0,109,PG-13,"Comedy, Drama",Beeban Kidron,"Wesley Snipes, Patrick Swayze, John Leguizamo, Stockard Channing",1995
204,Under Siege 2: Dark Territory,Action,tt0114781,5.5,40474,0,100,R,"Action, Thriller",Geoff Murphy,"Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl",1995
205,Unstrung Heroes,"Comedy, Drama",tt0114798,6.7,2843,70,93,PG,"Comedy, Drama",Diane Keaton,"Andie MacDowell, John Turturro, Michael Richards, Maury Chaykin",1995
206,Unzipped,Documentary,tt0114805,6.4,1002,0,73,R,Documentary,Douglas Keeve,"Roseanne Barr, Sandra Bernhard, Robert Best, Natane Boudreau",1995
207,"Walk in the Clouds, A","Drama, Romance",tt0114887,6.7,28429,54,102,PG-13,"Drama, Romance",Alfonso Arau,"Keanu Reeves, Aitana SanchezGijon, Anthony Quinn, Giancarlo Giannini",1995
208,Waterworld,"Action, Adventure",tt0114898,6.2,163759,56,135,PG-13,"Action, Adventure, Sci-Fi, Thriller",Kevin Reynolds,"Kevin Costner, Chaim Jeraffi, Rick Aviles, RD Call",1995
209,White Man's Burden,Drama,tt0114928,5.2,4202,0,89,R,"Drama, Thriller",Desmond Nakano,"John Travolta, Harry Belafonte, Kelly Lynch, Margaret Avery",1995
210,Wild Bill,Western,tt0114938,5.9,5723,0,98,R,"Action, Biography, Western",Walter Hill,"Jeff Bridges, Ellen Barkin, John Hurt, Diane Lane",1995
211,"Browning Version, The",Drama,tt0109340,7.3,2614,0,97,R,Drama,Mike Figgis,"Albert Finney, Greta Scacchi, Matthew Modine, Julian Sands",1994
212,Bushwhacked,Comedy,tt0112602,5.5,5106,0,90,PG-13,"Adventure, Comedy, Crime, Family, Mystery",Greg Beeman,"Daniel Stern, Jon Polito, Brad Sullivan, Ann Dowd",1995
213,Burnt By the Sun (Utomlyonnye solntsem),Drama,tt0111579,8.0,12813,0,135,R,"Drama, War",Nikita Mikhalkov,"Oleg Menshikov, Nikita Mikhalkov, Ingeborga Dapkunaite, Nadezhda Mikhalkova",1994
214,Before the Rain (Pred dozhdot),Drama,tt0110882,8.0,12733,0,113,Not Rated,"Drama, War",Milcho Manchevski,"Gregoire Colin, Josif Josifovski, Boris Delcevski, Dejan Velkov",1994
215,Before Sunrise,"Drama, Romance",tt0112471,8.1,233618,77,101,R,"Drama, Romance",Richard Linklater,"Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Poschl",1995
216,Billy Madison,Comedy,tt0112508,6.4,119618,16,89,PG-13,Comedy,Tamra Davis,"Adam Sandler, Darren McGavin, Bridgette WilsonSampras, Bradley Whitford",1995
217,"Babysitter, The","Drama, Thriller",tt0112438,4.3,4120,0,90,R,"Drama, Thriller",Guy Ferland,"Alicia Silverstone, Jeremy London, JT Walsh, Lee Garlington",1995
218,Boys on the Side,"Comedy, Drama",tt0112571,6.4,10921,61,115,R,"Comedy, Drama",Herbert Ross,"Whoopi Goldberg, MaryLouise Parker, Drew Barrymore, Matthew McConaughey",1995
219,"Cure, The",Drama,tt0112757,7.7,8507,0,97,PG-13,Drama,Peter Horton,"Brad Renfro, Aeryk Egan, Delphine French, Mona Powell",1995
220,Castle Freak,Horror,tt0112643,5.9,5159,0,90,R,"Drama, Horror, Mystery, Thriller",Stuart Gordon,"Jeffrey Combs, Barbara Crampton, Jonathan Fuller, Jessica Dollarhide",1995
222,Circle of Friends,"Drama, Romance",tt0112679,6.6,7544,70,103,PG-13,"Drama, Romance",Pat O'Connor,"Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows",1995
223,Clerks,Comedy,tt0109445,7.8,199387,70,92,R,Comedy,Kevin Smith,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer",1994
224,Don Juan DeMarco,"Comedy, Drama, Romance",tt0112883,6.7,45248,63,97,PG-13,"Comedy, Drama, Romance",Jeremy Leven,"Marlon Brando, Johnny Depp, Faye Dunaway, Geraldine Pailhas",1995
225,Disclosure,"Drama, Thriller",tt0109635,6.1,41706,58,128,R,"Drama, Thriller",Barry Levinson,"Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall",1994
226,Dream Man,Thriller,tt0112899,4.6,217,0,94,R,Thriller,Rene Bonniere,"Patsy Kensit, Bruce Greenwood, Andrew McCarthy, Denise Crosby",1995
227,Drop Zone,Action,tt0109676,5.6,17786,0,101,R,"Action, Adventure, Thriller",John Badham,"Wesley Snipes, Gary Busey, Yancy Butler, Michael Jeter",1994
228,Destiny Turns on the Radio,Comedy,tt0112854,4.5,2056,0,102,R,"Crime, Comedy, Fantasy",Jack Baran,"Dylan McDermott, Nancy Travis, James Le Gros, Quentin Tarantino",1995
229,Death and the Maiden,"Drama, Thriller",tt0109579,7.3,19872,72,103,R,"Drama, Mystery, Thriller",Roman Polanski,"Sigourney Weaver, Ben Kingsley, Stuart Wilson, Krystia Mova",1994
230,Dolores Claiborne,"Drama, Thriller",tt0109642,7.4,34343,62,132,R,"Crime, Drama, Mystery, Thriller",Taylor Hackford,"Kathy Bates, Jennifer Jason Leigh, Judy Parfitt, Christopher Plummer",1994
231,Dumb & Dumber,Comedy,,0.0,0,0,0,,nan,nan,nan,1994
232,Eat Drink Man Woman,"Comedy, Drama",tt0111797,7.8,16249,0,124,Not Rated,"Comedy, Drama, Romance",Ang Lee,"Sihung Lung, YuWen Wang, ChienLien Wu, KueiMei Yang",1994
233,Exotica,Drama,tt0109759,7.1,16440,0,103,R,Drama,Atom Egoyan,"Bruce Greenwood, Mia Kirshner, Don McKellar, Elias Koteas",1994
234,Exit to Eden,Comedy,tt0109758,4.1,6076,0,113,R,"Comedy, Crime, Romance, Thriller",Garry Marshall,"Dana Delany, Paul Mercurio, Rosie O'Donnell, Dan Aykroyd",1994
235,Ed Wood,"Comedy, Drama",tt0109707,7.9,155996,70,127,R,"Biography, Comedy, Drama",Tim Burton,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette",1994
236,French Kiss,"Comedy, Romance",tt0113117,6.6,43360,50,111,PG-13,"Comedy, Drama, Romance",Lawrence Kasdan,"Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno",1995
237,Forget Paris,"Comedy, Romance",tt0113097,6.4,10457,0,101,PG-13,"Comedy, Romance",Billy Crystal,"Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson",1995
238,Far From Home: The Adventures of Yellow Dog,"Adventure, Children's",tt0113028,6.4,2324,0,81,PG,"Adventure, Family",Phillip Borsos,"Mimi Rogers, Bruce Davison, Jesse Bradford, Tom Bower",1995
239,"Goofy Movie, A","Animation, Children's, Comedy, Romance",tt0113198,6.8,39871,0,78,G,"Animation, Adventure, Comedy, Family, Musical, Romance",Kevin Lima,"Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin",1995
240,Hideaway,Thriller,tt0113303,5.3,5422,0,106,R,"Fantasy, Horror, Thriller",Brett Leonard,"Jeff Goldblum, Christine Lahti, Alicia Silverstone, Jeremy Sisto",1995
241,Fluke,"Children's, Drama",tt0113089,6.7,5959,0,96,PG,"Drama, Family, Fantasy",Carlo Carlei,"Samuel L Jackson, Matthew Modine, Nancy Travis, Eric Stoltz",1995
242,Farinelli: il castrato,"Drama, Musical",tt0109771,6.9,5750,0,111,R,"Biography, Drama, Music",Gerard Corbiau,"Stefano Dionisi, Enrico Lo Verso, Elsa Zylberstein, Caroline Cellier",1994
243,Gordy,Comedy,tt0113199,3.9,1759,0,90,G,"Comedy, Drama, Family, Fantasy",Mark Lewis,"Doug Stone, Kristy Young, James Donadio, Deborah Hobart",1995
244,Gumby: The Movie,"Animation, Children's",tt0113234,6.3,663,0,90,G,"Animation, Action, Adventure, Comedy, Family, Fantasy, Music, Mystery, Sci-Fi, Western",Art Clokey,"Dal McKennon, Art Clokey, Gloria Clokey, Manny La Carruba",1995
2731,"400 Blows, The (Les Quatre cents coups)",Drama,tt0053198,8.1,90494,0,99,Not Rated,"Crime, Drama",Francois Truffaut,"JeanPierre Leaud, Claire Maurier, Albert Remy, Guy Decomble",1959
2732,Jules and Jim (Jules et Jim),Drama,tt0055032,7.9,32793,0,105,Not Rated,"Drama, Romance",Francois Truffaut,"Jeanne Moreau, Oskar Werner, Henri Serre, Vanna Urbino",1961
2733,Vibes,"Adventure, Comedy",tt0096378,5.6,3044,0,99,PG,"Adventure, Comedy, Romance",Ken Kwapis,"Ramon Bieri, Michael Lerner, Hercules Vilchez, Jerry Vichi",1988
2734,"Mosquito Coast, The",Drama,tt0091557,6.6,24399,49,117,PG,"Adventure, Drama, Thriller",Peter Weir,"Harrison Ford, Helen Mirren, River Phoenix, Jadrien Steele",1986
2735,"Golden Child, The","Action, Adventure, Comedy",tt0091129,5.9,46317,37,94,PG-13,"Action, Adventure, Comedy, Fantasy, Mystery",Michael Ritchie,"JL Reate, Eddie Murphy, Charles Dance, Charlotte Lewis",1986
2736,Brighton Beach Memoirs,Comedy,tt0090774,6.8,2894,0,108,PG-13,Comedy,Gene Saks,"Jonathan Silverman, Blythe Danner, Stacey Glick, Lisa Waltz",1986
2737,Assassination,Action,tt0092585,5.2,2555,0,88,PG-13,"Action, Drama, Thriller",Peter R Hunt,"Charles Bronson, Jill Ireland, Stephen Elliott, Jan Gan Boyd",1987
2738,Crimes of the Heart,"Comedy, Drama",tt0090886,6.4,3217,0,105,PG-13,"Comedy, Drama",Bruce Beresford,"Diane Keaton, Jessica Lange, Sissy Spacek, Sam Shepard",1986
2739,"Color Purple, The",Drama,tt0088939,7.8,70276,78,154,PG-13,Drama,Steven Spielberg,"Danny Glover, Whoopi Goldberg, Margaret Avery, Oprah Winfrey",1985
2740,"Kindred, The",Horror,tt0091343,5.6,1446,0,91,R,"Horror, Sci-Fi, Thriller","Stephen Carpenter, Jeffrey Obrow","David Allen Brooks, Rod Steiger, Amanda Pays, Talia Balsam",1986
2741,No Mercy,"Action, Thriller",tt0091637,5.7,5913,0,106,R,"Crime, Drama, Romance",Richard Pearce,"Richard Gere, Kim Basinger, Jeroen Krabbe, George Dzundza",1986
2742,Mnage (Tenue de soire),"Comedy, Drama",tt0091497,7.3,5512,74,105,UNRATED,"Crime, Drama, Romance",Leos Carax,"Michel Piccoli, Juliette Binoche, Denis Lavant, Hans Meyer",1986
2743,Native Son,Drama,tt0091613,5.9,459,0,111,PG,"Drama, Romance",Jerrold Freedman,"Victor Love, Matt Dillon, Elizabeth McGovern, Geraldine Page",1986
2744,Otello,Drama,tt0091699,7.2,424,0,118,PG,"Drama, Music",Franco Zeffirelli,"Placido Domingo, Katia Ricciarelli, Justino Diaz, Petra Malakova",1986
2745,"Mission, The",Drama,tt0091530,7.5,50659,0,125,PG,"Adventure, Drama, History",Roland Joffe,"Robert De Niro, Jeremy Irons, Ray McAnally, Aidan Quinn",1986
2746,Little Shop of Horrors,"Comedy, Horror, Musical",tt0091419,7.0,57769,81,94,PG-13,"Comedy, Horror, Musical, Romance, Sci-Fi",Frank Oz,"Levi Stubbs, Rick Moranis, Ellen Greene, Vincent Gardenia",1986
2747,"Little Shop of Horrors, The","Comedy, Horror",tt0054033,6.3,14411,0,72,Not Rated,"Comedy, Horror","Roger Corman, Charles B Griffith, Mel Welles","Jonathan Haze, Jackie Joseph, Mel Welles, Dick Miller",1960
2748,Allan Quartermain and the Lost City of Gold,"Action, Adventure",tt0092534,4.4,8037,0,99,PG,"Action, Adventure, Comedy",Gary Nelson,"Richard Chamberlain, Sharon Stone, James Earl Jones, Henry Silva",1987
2749,"Morning After, The","Drama, Mystery",tt0091554,6.0,5289,0,103,R,"Crime, Mystery, Romance, Thriller",Sidney Lumet,"Jane Fonda, Jeff Bridges, Raul Julia, Diane Salinger",1986
2750,Radio Days,"Comedy, Drama",tt0093818,7.6,28330,74,88,PG,Comedy,Woody Allen,"Mike Starr, Paul Herman, Don Pardo, Martin Rosenblatt",1987
2751,From the Hip,Comedy,tt0093051,6.2,1913,0,111,PG,"Comedy, Crime, Drama, Mystery",Bob Clark,"Judd Nelson, Elizabeth Perkins, John Hurt, Darren McGavin",1987
2752,Outrageous Fortune,"Comedy, Mystery",tt0093690,6.1,6615,0,99,R,Comedy,Arthur Hiller,"Shelley Long, Bette Midler, Peter Coyote, Robert Prosky",1987
2753,"Bedroom Window, The",Thriller,tt0092627,6.4,3729,0,112,R,"Crime, Mystery, Thriller",Curtis Hanson,"Steve Guttenberg, Elizabeth McGovern, Isabelle Huppert, Paul Shenar",1987
2754,Deadtime Stories,Horror,tt0092850,4.6,1035,0,93,R,"Comedy, Horror",Jeffrey Delman,"Scott Valentine, Nicole Picard, Matt Mitler, Cathryn de Prume",1987
2755,Light of Day,Drama,tt0093415,5.5,2253,55,107,PG-13,"Drama, Music",Paul Schrader,"Michael J Fox, Gena Rowlands, Joan Jett, Michael McKean",1987
2756,Wanted: Dead or Alive,Action,tt0094293,5.9,3595,0,106,R,"Action, Crime, Drama, Thriller",Gary Sherman,"Rutger Hauer, Gene Simmons, Robert Guillaume, Mel Harris",1987
2757,Frances,Drama,tt0083967,7.4,5919,48,140,R,"Biography, Drama, Romance",Graeme Clifford,"Jessica Lange, Kim Stanley, Sam Shepard, Bart Burns",1982
2758,Plenty,Drama,tt0089816,6.1,2412,0,121,R,Drama,Fred Schepisi,"Meryl Streep, Andre Maranne, Sam Neill, Charles Dance",1985
2759,Dick,Comedy,tt0144168,6.1,17288,65,94,PG-13,Comedy,Andrew Fleming,"Kirsten Dunst, Michelle Williams, Dan Hedaya, Will Ferrell",1999
2760,"Gambler, The (A Jtkos)",Drama,tt0129111,6.4,308,0,97,R,"Biography, Drama, Romance",Karoly Makk,"Michael Gambon, Jodhi May, Polly Walker, Dominic West",1997
2761,"Iron Giant, The","Animation, Children's",tt0129167,8.0,154251,85,86,PG,"Animation, Action, Adventure, Comedy, Drama, Family, Sci-Fi",Brad Bird,"Jennifer Aniston, Harry Connick Jr, Vin Diesel, James Gammon",1999
2762,"Sixth Sense, The",Thriller,tt0167404,8.1,831170,64,107,PG-13,"Drama, Mystery, Thriller",M Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams",1999
2763,"Thomas Crown Affair, The","Action, Thriller",tt0155267,6.8,80728,72,113,R,"Crime, Romance, Thriller",John McTiernan,"Pierce Brosnan, Rene Russo, Denis Leary, Ben Gazzara",1999
2764,"Thomas Crown Affair, The","Crime, Drama, Thriller",tt0063688,7.0,19961,66,102,Approved,"Crime, Drama, Romance, Thriller",Norman Jewison,"Steve McQueen, Faye Dunaway, Paul Burke, Jack Weston",1968
2765,"Acid House, The","Comedy, Drama",tt0122515,6.3,6629,55,111,Unrated,"Comedy, Drama",Paul McGuigan,"Stephen McCole, Maurice Roeves, Garry Sweeney, Jenny McCrindle",1998
2766,"Adventures of Sebastian Cole, The","Comedy, Drama",tt0168449,6.9,1741,0,99,R,"Comedy, Drama",Tod Williams,"Adrian Grenier, Clark Gregg, Aleksa Palladino, Margaret Colin",1998
2767,Illuminata,Comedy,tt0120709,6.2,1458,60,119,R,"Drama, Romance",John Turturro,"Leo Bassi, Henri Behar, Maurizio Benazzo, Fernando Bolles",1998
2768,Stiff Upper Lips,Comedy,tt0120210,6.4,889,0,94,R,Comedy,Gary Sinyor,"David Artus, Kevin Furlong, Nicholas Selby, John Boswall",1998
2769,"Yards, The","Crime, Mystery",tt0138946,6.4,18196,58,115,R,"Crime, Drama, Romance, Thriller",James Gray,"Mark Wahlberg, Joaquin Phoenix, Charlize Theron, James Caan",1999
2770,Bowfinger,Comedy,tt0131325,6.4,62054,71,97,PG-13,Comedy,Frank Oz,"Steve Martin, Eddie Murphy, Heather Graham, Christine Baranski",1999
2771,Brokedown Palace,Drama,tt0120620,6.4,20325,44,100,PG-13,"Drama, Mystery, Thriller",Jonathan Kaplan,"Claire Danes, Kate Beckinsale, Bill Pullman, Jacqueline Kim",1999
2772,Detroit Rock City,Comedy,tt0165710,6.9,32925,33,95,R,"Comedy, Music",Adam Rifkin,"Giuseppe Andrews, James DeBello, Edward Furlong, Sam Huntington",1999
2773,Alice and Martin (Alice et Martin),Drama,tt0176422,6.4,1512,68,124,R,"Drama, Romance",Andre Techine,"Juliette Binoche, Alexis Loret, Mathieu Amalric, Carmen Maura",1998
2774,Better Than Chocolate,"Comedy, Romance",tt0168987,6.1,7350,0,101,R,"Comedy, Drama, Romance",Anne Wheeler,"Wendy Crewson, Karyn Dwyer, Christina Cox, AnnMarie MacDonald",1999
2775,Head On,Drama,tt0138487,6.4,3745,0,104,Not Rated,"Drama, Romance",Ana Kokkinos,"Alex Dimitriades, Elena Mandalis, Damien Fotiou, Alex Papps",1998
2776,"Marcello Mastroianni: I Remember Yes, I Remember",Documentary,tt0119614,8.0,188,71,198,NOT RATED,"Documentary, Biography",Anna Maria Tato,"Marcello Mastroianni, Renato Berta, Manoel de Oliveira, Diogo Doria",1997
2777,Cobra,Drama,tt0015693,7.5,591,0,70,,"Drama, Romance",Joseph Henabery,"Rudolph Valentino, Nita Naldi, Casson Ferguson, Gertrude Olmstead",1925
2778,Never Talk to Strangers,Thriller,tt0113965,5.2,5817,0,86,R,"Crime, Drama, Romance, Thriller",Peter Hall,"Rebecca De Mornay, Antonio Banderas, Dennis Miller, Len Cariou",1995
2779,Heaven Can Wait,Comedy,tt0077663,6.9,16571,72,101,PG,"Comedy, Fantasy, Romance, Sport","Warren Beatty, Buck Henry","Warren Beatty, Julie Christie, James Mason, Jack Warden",1978
2780,"Raven, The","Comedy, Horror",tt0057449,6.7,8897,0,86,G,"Comedy, Fantasy, Horror",Roger Corman,"Vincent Price, Peter Lorre, Boris Karloff, Hazel Court",1963
2781,"Tingler, The",Horror,tt0053363,6.7,6268,0,82,Not Rated,Horror,William Castle,"Vincent Price, Judith Evelyn, Darryl Hickman, Patricia Cutts",1959
2782,Pit and the Pendulum,Horror,tt0055304,7.1,10517,0,80,NOT RATED,"Drama, Horror, Mystery",Roger Corman,"Vincent Price, John Kerr, Barbara Steele, Luana Anders",1961
2783,"Tomb of Ligeia, The",Horror,tt0059821,6.6,4508,0,82,NOT RATED,"Drama, Horror, Thriller",Roger Corman,"Vincent Price, Elizabeth Shepherd, John Westbrook, Derek Francis",1965
2784,"Masque of the Red Death, The",Horror,tt0058333,7.1,10694,0,89,Not Rated,Horror,Roger Corman,"Vincent Price, Hazel Court, Jane Asher, David Weston",1964
2785,Tales of Terror,Horror,tt0056552,6.9,5303,0,89,APPROVED,"Comedy, Horror, Mystery",Roger Corman,"Vincent Price, Maggie Pierce, Leona Gage, Peter Lorre",1962
2786,Haunted Honeymoon,Comedy,tt0091178,5.6,6077,0,82,PG,Comedy,Gene Wilder,"Gene Wilder, Gilda Radner, Dom DeLuise, Jonathan Pryce",1986
2787,Cat's Eye,Horror,tt0088889,6.3,20281,70,94,PG-13,"Comedy, Horror, Thriller",Lewis Teague,"Drew Barrymore, James Woods, Alan King, Kenneth McMillan",1985
2788,And Now for Something Completely Different,Comedy,tt0066765,7.6,26936,0,88,PG,Comedy,Ian MacNaughton,"Graham Chapman, John Cleese, Terry Gilliam, Eric Idle",1971
2789,Damien: Omen II,Horror,tt0077394,6.3,26083,45,107,R,Horror,"Don Taylor, Mike Hodges","William Holden, Lee Grant, Jonathan ScottTaylor, Robert Foxworth",1978
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)",Horror,tt0082377,5.6,16467,34,108,R,Horror,Graham Baker,"Sam Neill, Rossano Brazzi, Don Gordon, Lisa Harrow",1981
2791,Airplane!,Comedy,tt0080339,7.8,186615,78,88,PG,Comedy,"Jim Abrahams, David Zucker, Jerry Zucker","Kareem AbdulJabbar, Lloyd Bridges, Peter Graves, Julie Hagerty",1980
2792,Airplane II: The Sequel,Comedy,tt0083530,6.1,44043,48,85,PG,"Comedy, Sci-Fi",Ken Finkleman,"Lloyd Bridges, Raymond Burr, Chuck Connors, Rip Torn",1982
2793,"American Werewolf in Paris, An","Comedy, Horror",tt0118604,5.1,21446,31,105,R,"Comedy, Fantasy, Horror, Thriller",Anthony Waller,"Tom Everett Scott, Julie Delpy, Vince Vieluf, Phil Buckman",1997
2794,European Vacation,Comedy,tt0089670,6.2,51250,47,95,PG-13,"Adventure, Comedy",Amy Heckerling,"Chevy Chase, Beverly D'Angelo, Dana Hill, Jason Lively",1985
2795,Vacation,Comedy,tt0085995,7.4,85039,55,98,R,"Adventure, Comedy",Harold Ramis,"Chevy Chase, Beverly D'Angelo, Imogene Coca, Randy Quaid",1983
2796,Funny Farm,Comedy,tt0095188,6.2,17636,0,101,PG,"Comedy, Drama",George Roy Hill,"Chevy Chase, Madolyn Smith Osborne, Kevin O'Morrison, Joseph Maher",1988
2797,Big,"Comedy, Fantasy",tt0094737,7.3,175141,73,104,PG,"Comedy, Drama, Family, Fantasy, Romance",Penny Marshall,"Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard",1988
2798,Problem Child,Comedy,tt0100419,5.3,25539,27,81,PG,"Comedy, Family",Dennis Dugan,"John Ritter, Jack Warden, Michael Oliver, Gilbert Gottfried",1990
2799,Problem Child 2,Comedy,tt0102719,4.6,18911,0,90,PG-13,"Comedy, Family",Brian Levant,"John Ritter, Michael Oliver, Jack Warden, Laraine Newman",1991
2800,Little Nemo: Adventures in Slumberland,"Animation, Children's",tt0104740,7.2,6178,0,85,G,"Animation, Adventure, Drama, Family, Fantasy","Masami Hata, William T Hurtz","Gabriel Damon, Mickey Rooney, Rene Auberjonois, Danny Mann",1992
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda),"Drama, Romance",tt0119843,6.7,6128,66,132,R,"Drama, Romance",Gillian Armstrong,"Ralph Fiennes, Cate Blanchett, Ciaran Hinds, Tom Wilkinson",1997
2802,Tequila Sunrise,"Action, Romance, Thriller",tt0096244,6.0,26350,62,115,R,"Crime, Drama, Romance, Thriller",Robert Towne,"Mel Gibson, Michelle Pfeiffer, Kurt Russell, Raul Julia",1988
2803,"Pelican Brief, The",Thriller,tt0107798,6.6,68676,50,141,PG-13,"Crime, Drama, Mystery, Thriller",Alan J Pakula,"Julia Roberts, Denzel Washington, Sam Shepard, John Heard",1993
2804,"Christmas Story, A","Comedy, Drama",tt0085334,8.0,121490,77,94,PG,"Comedy, Family",Bob Clark,"Melinda Dillon, Darren McGavin, Scott Schwartz, Jean Shepherd",1983
2805,Mickey Blue Eyes,"Comedy, Romance",tt0130121,5.8,32643,49,102,PG-13,"Comedy, Crime, Romance",Kelly Makin,"Hugh Grant, James Caan, Jeanne Tripplehorn, Burt Young",1999
2806,Teaching Mrs. Tingle,"Comedy, Thriller",tt0133046,5.3,18727,35,96,PG-13,"Comedy, Thriller",Kevin Williamson,"Helen Mirren, Katie Holmes, Jeffrey Tambor, Barry Watson",1999
2807,Universal Soldier: The Return,"Action, Sci-Fi",tt0176269,4.2,26277,24,83,R,"Action, Sci-Fi",Mic Rodgers,"JeanClaude Van Damme, Michael Jai White, Heidi Schanz, Xander Berkeley",1999
2808,Universal Soldier,"Action, Sci-Fi",tt0105698,6.0,76634,35,102,R,"Action, Sci-Fi",Roland Emmerich,"JeanClaude Van Damme, Dolph Lundgren, Ally Walker, Ed O'Ross",1992
2809,Love Stinks,Comedy,tt0188863,5.8,4564,23,94,R,Comedy,Jeff Franklin,"French Stewart, Bridgette WilsonSampras, Bill Bellamy, Tyra Banks",1999
2810,Perfect Blue,"Animation, Mystery",tt0156887,7.9,41640,0,81,R,"Animation, Horror, Mystery, Thriller",Satoshi Kon,"Junko Iwao, Rica Matsumoto, Shinpachi Tsuji, Masaaki Okura",1997
2811,With Friends Like These...,Comedy,tt0119692,5.8,499,54,105,R,Comedy,Philip Frank Messina,"Adam Arkin, David Strathairn, Jon Tenney, Robert Costanzo",1998
